PMID_GeneID,GO_ID,edge_type
17046737_13837,GO:0010717,CO
17046737_13837,GO:0008045,CO
23957380_812139,GO:0008696,CO
12485991_21349,,CO
21976318_393902,GO:0005769,CO
19632990_2220,GO:0005515,CO
18347167_8841,GO:0005634,CO
20110353_87769,GO:0061929,CO
15647375_2543372,GO:0055028,CO
15647375_2543372,GO:0044878,CO
15647375_2543372,GO:1990498,CO
15647375_2543372,GO:0030989,CO
15647375_2543372,GO:0000923,CO
15647375_2543372,GO:1903562,CO
15647375_2543372,GO:1990023,CO
15647375_2543372,GO:1903563,CO
29262337_100503185,GO:0036466,CO
29262337_100503185,GO:0005515,CO
29262337_100503185,GO:0030122,CO
29262337_100503185,GO:0044297,CO
29262337_100503185,GO:0016182,CO
29262337_100503185,GO:0048488,CO
29262337_100503185,GO:0030424,CO
29262337_100503185,GO:0045202,CO
29262337_100503185,GO:0098793,CO
12444107_20583,GO:0007605,CO
29915089_856599,,CO
15080900_13489,GO:0032228,CO
15996547_58073,GO:0035567,CO
15996547_58073,GO:0048048,CO
15996547_58073,GO:0090090,CO
15996547_58073,GO:0042074,CO
31097585_4157,GO:0005515,CO
31097585_4157,GO:0005886,CO
19112410_83765,,CO
22055188_80149,GO:0000932,CO
22055188_80149,GO:2000627,CO
22055188_80149,GO:0035198,CO
22055188_80149,GO:0090502,CO
22055188_80149,GO:1903799,CO
22055188_80149,GO:0071222,CO
19000835_32544,GO:0003015,CO
14551228_59301,GO:1904179,CO
17429681_25403,GO:0004198,CO
17429681_25403,GO:0006508,CO
23372771_16600,GO:0006351,CO
16878137_493809,GO:1990080,CO
17320391_34751,GO:0048132,CO
12676986_8692,GO:0030971,CO
12676986_8692,GO:0005540,CO
12676986_8692,GO:0005515,CO
12676986_8692,GO:0009615,CO
12676986_8692,GO:0061099,CO
12676986_8692,GO:0030294,CO
12676986_8692,GO:0043407,CO
12676986_8692,GO:0051898,CO
29326245_777734,GO:0030173,CO
29326245_777734,GO:0008270,CO
29326245_777734,GO:0018230,CO
29326245_777734,GO:0045234,CO
20126385_173149,GO:0000132,CO
20126385_173149,GO:0043652,CO
20126385_173149,GO:0070986,CO
20126385_173149,GO:1903356,CO
20126385_173149,GO:1901076,CO
19620969_18128,GO:0090090,CO
19620969_18128,GO:0003219,CO
16819522_17920,GO:0098793,CO
16819522_17920,GO:0043198,CO
16819522_17920,GO:0043197,CO
16819522_17920,GO:0005737,CO
16819522_17920,GO:0008021,CO
27807006_388,GO:0016020,CO
27807006_388,GO:0030335,CO
27807006_388,GO:0009267,CO
27807006_388,GO:0090316,CO
27807006_388,GO:0007266,CO
27807006_388,GO:0051683,CO
27807006_388,GO:0009611,CO
27807006_388,GO:0071889,CO
27807006_388,GO:0005737,CO
27807006_388,GO:0005794,CO
19879842_171980,GO:0005634,CO
19879842_171980,GO:1904778,CO
19879842_171980,GO:0005938,CO
19879842_171980,GO:0019901,CO
19879842_171980,GO:0006469,CO
22121197_855201,GO:0042144,CO
22121197_855201,GO:0005773,CO
12634852_3643,GO:0005515,CO
19369589_817148,,CO
14660681_56312,GO:0009636,CO
14660681_56312,GO:0002526,CO
28873404_359831,,CO
22073305_13426,GO:0005515,CO
21518868_2241,GO:0051092,CO
21518868_2241,GO:0042058,CO
15758184_29546,GO:0005515,CO
17328821_255738,GO:0010989,CO
17328821_255738,GO:0002092,CO
16497800_30685,GO:0007623,CO
21637796_36390,GO:0035063,CO
12049763_378452,,CO
19088079_407006,GO:1905064,CO
19088079_407006,GO:1905176,CO
19088079_407006,GO:1904707,CO
19088079_407006,GO:1904754,CO
19088079_407006,GO:0035195,CO
19088079_407006,GO:0035278,CO
27627798_57721,GO:0036396,CO
27627798_57721,GO:0080009,CO
27627798_57721,GO:0016422,CO
24261326_56440,GO:0005515,CO
24261326_56440,GO:0098793,CO
24261326_56440,GO:0014069,CO
24261326_56440,GO:0099092,CO
24261326_56440,GO:0043197,CO
24261326_56440,GO:0031175,CO
24261326_56440,GO:0098999,CO
14718524_50557,GO:0005161,CO
17974976_25988,GO:0010629,CO
17974976_25988,GO:0006281,CO
17974976_25988,GO:0000976,CO
17974976_25988,GO:0045893,CO
17974976_25988,GO:0010628,CO
18097473_54409,GO:0070830,CO
18097473_54409,GO:0043116,CO
18097473_54409,GO:0097084,CO
18097473_54409,GO:0070831,CO
18097473_54409,GO:0008217,CO
18097473_54409,GO:0002040,CO
18097473_54409,GO:2000352,CO
18097473_54409,GO:0007507,CO
18097473_54409,GO:2001214,CO
18097473_54409,GO:0045766,CO
18097473_54409,GO:0035924,CO
18097473_54409,GO:0010628,CO
21330551_17128,GO:0070410,CO
24635033_817131,GO:0061157,CO
18480553_29527,,CO
22570624_35579,GO:0008340,CO
14525987_106947,GO:0005385,CO
19524020_25592,GO:0098978,CO
14966111_24598,GO:0070402,CO
14966111_24598,GO:0006809,CO
14966111_24598,GO:0005516,CO
14966111_24598,GO:0050660,CO
14966111_24598,GO:0010181,CO
16359395_833917,GO:0010275,CO
16359395_833917,GO:0016020,CO
16359395_833917,GO:0009507,CO
16359395_833917,GO:0010598,CO
24082111_259258,GO:0016021,CO
16626872_24225,GO:0043204,CO
16626872_24225,GO:0030061,CO
23216924_41704,GO:0042308,CO
23216924_41704,GO:0045879,CO
18952862_839726,GO:0005777,CO
12612086_60465,,CO
22058024_819890,GO:0048825,CO
22058024_819890,GO:2000024,CO
22058024_819890,GO:0045604,CO
21552327_53412,,CO
22458587_312896,,CO
21454883_850905,GO:0035859,CO
19342381_114249,GO:0005178,CO
26126825_55353,GO:0005515,CO
15009635_13382,GO:0006120,CO
18775698_79068,GO:0035516,CO
18775698_79068,GO:0080111,CO
18775698_79068,GO:0070989,CO
18775698_79068,GO:0035552,CO
18775698_79068,GO:0035515,CO
18775698_79068,GO:0035553,CO
18775698_79068,GO:0042245,CO
24970261_406281,GO:0045494,CO
27880909_103909284,,CO
15674244_94233,GO:0005502,CO
15674244_94233,GO:0008020,CO
18243102_828388,GO:0015979,CO
18243102_828388,GO:0009579,CO
18243102_828388,GO:0009773,CO
12972609_35259,GO:0048477,CO
20395437_24329,,CO
19956736_37185,GO:0042067,CO
19956736_37185,GO:0035159,CO
26456651_23517,GO:0005515,CO
23785138_18053,GO:0032922,CO
16476778_501661,GO:0005515,CO
17353269_23481,GO:0005515,CO
17353269_23481,GO:0000463,CO
17353269_23481,GO:0070545,CO
17353269_23481,GO:0030687,CO
15452149_12945,GO:0001833,CO
15452149_12945,GO:0031012,CO
15452149_12945,GO:0001824,CO
15452149_12945,GO:0005622,CO
12242036_154968,GO:0060124,CO
19509288_6832,GO:0070207,CO
25799045_27218,GO:0038023,CO
25799045_27218,GO:0002232,CO
25799045_27218,GO:2000510,CO
25799045_27218,GO:0042802,CO
21851869_192243,GO:0035988,CO
17299722_811336,GO:0016491,CO
17299722_811336,GO:0020036,CO
17299722_811336,GO:0005737,CO
17299722_811336,GO:0030430,CO
17299722_811336,GO:0042783,CO
22309213_2647,GO:0005515,CO
22309213_2647,GO:0018394,CO
22309213_2647,GO:0005759,CO
22309213_2647,GO:0005829,CO
22309213_2647,GO:0005758,CO
22664871_4982,GO:0005515,CO
17337445_6182,GO:0005515,CO
17337445_6182,GO:0005739,CO
17337445_6182,GO:0045893,CO
17337445_6182,GO:0006390,CO
20179161_5604,GO:0005515,CO
17951538_175895,GO:0030283,CO
24120135_21750,GO:0031848,CO
24120135_21750,GO:0031627,CO
24167631_2541685,GO:0000122,CO
24167631_2541685,GO:0000785,CO
24167631_2541685,GO:0060237,CO
24167631_2541685,GO:0005730,CO
24167631_2541685,GO:0045944,CO
17182849_856862,,CO
18952776_844326,GO:0005737,CO
18952776_844326,GO:0009854,CO
18952776_844326,GO:0016618,CO
25451925_31598,GO:0045740,CO
25451925_31598,GO:0016572,CO
25451925_31598,GO:0007307,CO
25451925_31598,GO:0031431,CO
25451925_31598,GO:0007113,CO
25451925_31598,GO:0035173,CO
25451925_31598,GO:0004672,CO
14764669_60505,GO:0032733,CO
14764669_60505,GO:0002729,CO
14764669_60505,GO:0032729,CO
14764669_60505,GO:0045954,CO
12065578_85239,GO:0019216,CO
16113226_840860,GO:0009637,CO
16113226_840860,GO:0030036,CO
16113226_840860,GO:0009902,CO
23241883_12524,GO:0005515,CO
23241883_12524,GO:0042113,CO
23241883_12524,GO:0007202,CO
23241883_12524,GO:1990051,CO
23241883_12524,GO:0002377,CO
16025118_11789,GO:0048538,CO
16025118_11789,GO:0007091,CO
16476426_175175,GO:0060279,CO
16476426_175175,GO:0048815,CO
16476426_175175,GO:0045987,CO
22596162_22702,GO:0005515,CO
18187449_177987,GO:0005813,CO
18187449_177987,GO:0005938,CO
19065152_823551,GO:0000289,CO
19065152_823551,GO:0042742,CO
12088872_25725,GO:0007143,CO
16920334_8767,GO:0089720,CO
16920334_8767,GO:1903265,CO
16920334_8767,GO:0004197,CO
16920334_8767,GO:0050700,CO
16920334_8767,GO:0010804,CO
16920334_8767,GO:0004869,CO
16920334_8767,GO:0043154,CO
16920334_8767,GO:0032991,CO
16920334_8767,GO:0071456,CO
16920334_8767,GO:0043280,CO
16920334_8767,GO:0032691,CO
12086672_25636,GO:0007188,CO
20002784_6363,GO:0048020,CO
18849474_842873,,CO
28169360_10413,GO:0035332,CO
28169360_10413,GO:0030336,CO
28169360_10413,GO:0001837,CO
28169360_10413,GO:0030054,CO
28169360_10413,GO:0005515,CO
28169360_10413,GO:0042130,CO
25267325_843562,GO:0005515,CO
25267325_843562,GO:0005886,CO
25267325_843562,GO:0045851,CO
25267325_843562,GO:0004674,CO
25267325_843562,GO:0009826,CO
19460342_79959,GO:0005515,CO
19460342_79959,GO:0005814,CO
19460342_79959,GO:0046599,CO
12089154_11785,GO:0005634,CO
12089154_11785,GO:0008134,CO
18689798_29820,,CO
21376710_24192,GO:0006061,CO
12573449_4023,GO:0005615,CO
12573449_4023,GO:0010886,CO
12573449_4023,GO:0010890,CO
12573449_4023,GO:0008201,CO
19727662_10135,,CO
16514419_24514,GO:0045597,CO
19208814_19211,GO:0060134,CO
19208814_19211,GO:0046621,CO
19208814_19211,GO:0035176,CO
16648848_140694,GO:0017124,CO
16648848_140694,GO:0005515,CO
16945328_4504,,CO
29391390_209012,GO:0030534,CO
29391390_209012,GO:0097154,CO
20684022_237928,,CO
24330623_4318,GO:0005515,CO
24891507_313130,GO:0016805,CO
24891507_313130,GO:0006508,CO
21905265_297893,,CO
19933576_223697,GO:0005637,CO
21281364_832188,,CO
21074052_36526,,CO
16289106_855937,GO:0000407,CO
12354385_12053,GO:0002467,CO
15060079_64459,GO:0005515,CO
15060079_64459,GO:0008233,CO
20399532_819353,GO:0032991,CO
20399532_819353,GO:0009507,CO
20399532_819353,GO:0080153,CO
23230272_83666,GO:0005634,CO
23230272_83666,GO:0005515,CO
23230272_83666,GO:0005737,CO
23230272_83666,GO:0006302,CO
18280750_37528,GO:0070142,CO
20531387_10769,GO:0005515,CO
20531387_10769,GO:0046599,CO
20531387_10769,GO:0004674,CO
15136142_12393,GO:0040036,CO
18532977_843443,GO:0010023,CO
18532977_843443,GO:0009718,CO
18178563_851685,GO:0001403,CO
18028899_22415,,CO
23525114_25254,GO:0016020,CO
12193721_77674,GO:0050829,CO
22859821_9636,GO:0005576,CO
22859821_9636,GO:0042742,CO
22859821_9636,GO:0032020,CO
22859821_9636,GO:0032649,CO
24076154_24197,GO:0005515,CO
24076154_24197,GO:0008270,CO
24076154_24197,GO:0042803,CO
24076154_24197,GO:0000287,CO
24076154_24197,GO:0004035,CO
24076154_24197,GO:0016311,CO
22593205_855012,GO:0042147,CO
22593205_855012,GO:0044877,CO
22593205_855012,GO:0072665,CO
29899445_509583,GO:0051880,CO
29899445_509583,GO:0000287,CO
29899445_509583,GO:0005524,CO
24633549_66021,,CO
18923018_827899,GO:0080122,CO
18923018_827899,GO:0015866,CO
18923018_827899,GO:0005347,CO
18923018_827899,GO:0015867,CO
18923018_827899,GO:0015217,CO
18923018_827899,GO:0080121,CO
18340460_24316,GO:0099055,CO
18340460_24316,GO:0098978,CO
27802167_36810,GO:0043186,CO
21131906_2542409,GO:0007094,CO
21131906_2542409,GO:0031030,CO
21131906_2542409,GO:1902364,CO
21131906_2542409,GO:0044732,CO
20224290_65180,GO:0008076,CO
20219640_25327,,CO
12421709_41181,,CO
14734547_2067,GO:0003677,CO
20844122_25636,,CO
16443825_30049,GO:0032896,CO
16443825_30049,GO:0004768,CO
27317803_814676,GO:0005794,CO
21813794_837507,GO:0009637,CO
21813794_837507,GO:0009737,CO
21813794_837507,GO:0046537,CO
21813794_837507,GO:0009555,CO
21813794_837507,GO:0010037,CO
30817176_321245,,CO
20652948_21813,GO:0003214,CO
16227201_24918,,CO
18719127_16193,GO:0031018,CO
18719127_16193,GO:0070091,CO
27994061_14083,GO:0005515,CO
27994061_14083,GO:0004715,CO
27994061_14083,GO:0018108,CO
27994061_14083,GO:0010613,CO
27994061_14083,GO:0038083,CO
23223530_11651,GO:0001933,CO
23223530_11651,GO:0006469,CO
23223530_11651,GO:0002634,CO
23223530_11651,GO:0001783,CO
23223530_11651,GO:0048536,CO
23223530_11651,GO:0001782,CO
23223530_11651,GO:0002637,CO
23223530_11651,GO:0030889,CO
31287866_54888,GO:0030488,CO
31287866_54888,GO:0005739,CO
17113048_51738,GO:0030424,CO
17717598_2643,GO:0008217,CO
17717598_2643,GO:0051000,CO
26382858_22916,GO:0000340,CO
26382858_22916,GO:0030307,CO
26382858_22916,GO:0006406,CO
26382858_22916,GO:0051607,CO
26382858_22916,GO:0005737,CO
26382858_22916,GO:0005634,CO
21091378_2541028,GO:0034399,CO
21091378_2541028,GO:0015035,CO
17537407_25404,,CO
15035630_24360,GO:0005324,CO
17008449_100149566,GO:0045893,CO
17008449_100149566,GO:0030335,CO
17008449_100149566,GO:0001757,CO
16911583_65234,GO:0035173,CO
22058024_819890,GO:0045995,CO
19174514_947978,GO:0005515,CO
20498047_319953,GO:0035082,CO
20498047_319953,GO:0018095,CO
29056553_818982,GO:0006468,CO
29056553_818982,GO:0005515,CO
17586487_110796,GO:0042474,CO
17586487_110796,GO:0060023,CO
16608848_307582,GO:0044877,CO
19111658_2541633,GO:0003723,CO
15817158_179620,GO:0097730,CO
15817158_179620,GO:0034606,CO
25660539_432387,GO:0007368,CO
24515102_875,GO:0070025,CO
24515102_875,GO:0019825,CO
24515102_875,GO:0070026,CO
27340941_820142,GO:0031348,CO
27340941_820142,GO:0005515,CO
18326823_24807,,CO
17202409_172262,GO:0044841,CO
17202409_172262,GO:0019915,CO
19797057_839277,GO:1990069,CO
19797057_839277,GO:1901527,CO
22511869_827773,GO:0005515,CO
22511869_827773,GO:0009506,CO
11709536_12810,,CO
28608936_842015,GO:2000028,CO
28608936_842015,GO:0048579,CO
30082715_84068,GO:0006874,CO
30082715_84068,GO:0030210,CO
19039140_17978,GO:0005515,CO
22885697_268973,GO:0005515,CO
22885697_268973,GO:0006954,CO
22885697_268973,GO:0016045,CO
22885697_268973,GO:0042742,CO
22885697_268973,GO:0070269,CO
22885697_268973,GO:0005829,CO
22885697_268973,GO:0072557,CO
15843409_57246,GO:0003148,CO
15843409_57246,GO:0005515,CO
15843409_57246,GO:0045892,CO
15843409_57246,GO:0055008,CO
15843409_57246,GO:0001947,CO
15843409_57246,GO:0003151,CO
15843409_57246,GO:0003215,CO
15843409_57246,GO:0003279,CO
15843409_57246,GO:0003176,CO
15843409_57246,GO:0021524,CO
15843409_57246,GO:0003272,CO
15843409_57246,GO:0045893,CO
15843409_57246,GO:0003193,CO
24917502_336060,GO:0003403,CO
16045754_619193,GO:0006805,CO
15878866_852921,GO:0005744,CO
24434510_56642,GO:0003682,CO
24434510_56642,GO:0016605,CO
24434510_56642,GO:0005737,CO
16001968_188499,GO:0007195,CO
16001968_188499,GO:0004952,CO
16001968_188499,GO:0001591,CO
21987787_71567,GO:0007276,CO
27325675_20682,GO:1901653,CO
27325675_20682,GO:0051216,CO
24576550_84583,,CO
16787915_15251,GO:0042541,CO
16787915_15251,GO:0006879,CO
16787915_15251,GO:0045648,CO
11149895_51070,GO:0051001,CO
11149895_51070,GO:0005515,CO
22441691_9738,GO:0005515,CO
20347429_201254,GO:0006974,CO
20347429_201254,GO:0006281,CO
27264339_833590,,CO
12115694_140679,GO:0051286,CO
12115694_140679,GO:0044292,CO
28675462_820382,GO:0009507,CO
28675462_820382,GO:0009793,CO
28675462_820382,GO:0042793,CO
21057870_56336,GO:0008489,CO
18628206_51060,GO:0005788,CO
25210169_23165,GO:0005515,CO
20844241_64127,,CO
15331635_55207,GO:0019003,CO
15331635_55207,GO:0048487,CO
15331635_55207,GO:0005525,CO
15331635_55207,GO:0043014,CO
15331635_55207,GO:0030496,CO
15331635_55207,GO:0051233,CO
15331635_55207,GO:0005737,CO
15640140_17118,GO:0051015,CO
15640140_17118,GO:0051764,CO
15640140_17118,GO:0032432,CO
15640140_17118,GO:0005516,CO
15640140_17118,GO:0042802,CO
22682227_30061,,CO
17434487_852149,GO:0015793,CO
17434487_852149,GO:0015295,CO
21041412_12929,GO:0007416,CO
21041412_12929,GO:0098890,CO
21480433_79784,GO:0007605,CO
21480433_79784,GO:0070584,CO
21480433_79784,GO:0071625,CO
21480433_79784,GO:0007519,CO
21480433_79784,GO:0019228,CO
19996105_29935,,CO
20185544_42900,GO:0010468,CO
22393062_56208,,CO
15537871_108015,,CO
22540321_815845,GO:0080156,CO
22540321_815845,GO:0005739,CO
31708432_57146,GO:0005811,CO
31708432_57146,GO:0005515,CO
31708432_57146,GO:0005789,CO
18539780_836319,GO:0030139,CO
11994479_22918,GO:0098609,CO
21947665_821519,GO:0009808,CO
20223935_185977,GO:0044297,CO
20223935_185977,GO:0097730,CO
20223935_185977,GO:0005929,CO
20223935_185977,GO:0030425,CO
20223935_185977,GO:0023041,CO
16162503_817764,GO:0008517,CO
16162503_817764,GO:0051958,CO
16162503_817764,GO:0015231,CO
16162503_817764,GO:0015350,CO
29490264_260297,GO:0007611,CO
29490264_260297,GO:0008104,CO
29490264_260297,GO:0060291,CO
29490264_260297,GO:0030672,CO
29490264_260297,GO:0098839,CO
29490264_260297,GO:2000311,CO
29490264_260297,GO:0030545,CO
19412162_79791,GO:0019899,CO
16582438_393633,GO:0046549,CO
17652453_855448,,CO
25646318_834833,GO:0055028,CO
25646318_834833,GO:0009832,CO
25646318_834833,GO:0030705,CO
25646318_834833,GO:0003777,CO
14708940_59107,,CO
29599527_55218,,CO
21903937_238871,GO:0086004,CO
21903937_238871,GO:0051117,CO
19656850_234847,GO:0016485,CO
19656850_234847,GO:0034982,CO
30135424_67917,GO:0051607,CO
30135424_67917,GO:0032481,CO
19956673_7879,,CO
17901563_24314,GO:0004784,CO
28381499_831532,GO:0005829,CO
28381499_831532,GO:0070301,CO
22837305_14828,GO:0014068,CO
22837305_14828,GO:0005615,CO
22837305_14828,GO:0046628,CO
22837305_14828,GO:0090181,CO
22837305_14828,GO:0045721,CO
22837305_14828,GO:0090207,CO
15187101_7538,GO:0071222,CO
15187101_7538,GO:0061158,CO
15187101_7538,GO:0035925,CO
14769860_16477,GO:0030316,CO
14769860_16477,GO:0001649,CO
18480258_269275,GO:0046676,CO
18480258_269275,GO:0009749,CO
14715629_107817,GO:0048821,CO
14715629_107817,GO:0033077,CO
25326800_5641,GO:0010447,CO
25326800_5641,GO:1900273,CO
25326800_5641,GO:0007613,CO
25326800_5641,GO:0008306,CO
18849491_842317,GO:0005634,CO
18849491_842317,GO:0009651,CO
18849491_842317,GO:0010228,CO
22095288_1612,GO:0071447,CO
22095288_1612,GO:0010508,CO
25453556_37778,GO:0050806,CO
18930958_832228,,CO
15448133_171128,GO:0044877,CO
15448133_171128,GO:0032991,CO
15448133_171128,GO:0005515,CO
15448133_171128,GO:0065003,CO
19478059_54670,GO:0021650,CO
19478059_54670,GO:0007605,CO
19478059_54670,GO:0032420,CO
20816801_18741,GO:0050679,CO
20816801_18741,GO:0042475,CO
11904775_246659,GO:0007606,CO
18757741_4780,GO:0005515,CO
25224227_213081,,CO
19304657_71703,GO:0005737,CO
19304657_71703,GO:0005634,CO
19706678_26047,GO:0009986,CO
19706678_26047,GO:0005769,CO
28011633_818771,GO:0003735,CO
28011633_818771,GO:0008380,CO
28011633_818771,GO:0009793,CO
28011633_818771,GO:0009507,CO
28011633_818771,GO:0010239,CO
16183645_25283,GO:0043524,CO
16183645_25283,GO:0006979,CO
16183645_25283,GO:0004357,CO
16183645_25283,GO:0006750,CO
16632484_216274,GO:0005515,CO
16632484_216274,GO:0032391,CO
16632484_216274,GO:0005813,CO
16632484_216274,GO:0015031,CO
30194261_834025,,CO
18508777_242669,,CO
28708841_947011,,CO
22373574_30701,GO:0030901,CO
22373574_30701,GO:0018107,CO
20566860_399548,GO:0005248,CO
24338473_67078,GO:0032361,CO
18758465_68667,,CO
19622803_839621,GO:0005886,CO
19542013_396898,GO:0005515,CO
19542013_396898,GO:0005890,CO
19542013_396898,GO:1903288,CO
19542013_396898,GO:1903278,CO
19542013_396898,GO:0006883,CO
19542013_396898,GO:1903408,CO
19542013_396898,GO:0030674,CO
19542013_396898,GO:0030007,CO
19542013_396898,GO:0086009,CO
18202114_64467,GO:0071354,CO
14975937_2255,GO:0070374,CO
18226226_34665,,CO
27994061_56208,GO:0004715,CO
27994061_56208,GO:0018108,CO
12447358_1845,GO:0004715,CO
28087630_35717,GO:0030546,CO
28087630_35717,GO:0048018,CO
28087630_35717,GO:0005615,CO
27876832_30390,,CO
16997915_829874,GO:0031977,CO
23362255_17762,GO:0019899,CO
16998888_7329,GO:0005515,CO
20150244_171429,GO:0070633,CO
20150244_171429,GO:2001150,CO
20150244_171429,GO:0006821,CO
20150244_171429,GO:0015701,CO
20150244_171429,GO:0015301,CO
20150244_171429,GO:0015108,CO
20150244_171429,GO:0015106,CO
25470454_22333,GO:0072656,CO
25470454_22333,GO:0044325,CO
25470454_22333,GO:0005739,CO
25470454_22333,GO:2000379,CO
25470454_22333,GO:1903147,CO
25470454_22333,GO:0010823,CO
25470454_22333,GO:0031397,CO
25470454_22333,GO:0072655,CO
22976295_2539494,GO:0004711,CO
15001553_316258,GO:0005172,CO
15001553_316258,GO:0016050,CO
15001553_316258,GO:0048259,CO
15001553_316258,GO:0043161,CO
15001553_316258,GO:0008022,CO
20616082_50796,GO:0045944,CO
20616082_50796,GO:0000987,CO
20616082_50796,GO:0000122,CO
16501569_74256,GO:1990380,CO
16501569_74256,GO:0005515,CO
16501569_74256,GO:1903829,CO
16501569_74256,GO:0048872,CO
16501569_74256,GO:0045582,CO
16501569_74256,GO:0043369,CO
16501569_74256,GO:0043393,CO
16501569_74256,GO:0061578,CO
16501569_74256,GO:0045577,CO
27038547_406976,GO:0051481,CO
23337931_306782,,CO
19029250_851196,GO:0070181,CO
23699505_140908,GO:0099533,CO
23699505_140908,GO:0098793,CO
23699505_140908,GO:1901387,CO
20616305_65206,GO:0006820,CO
20616305_65206,GO:0022894,CO
12077299_14673,GO:0042733,CO
12077299_14673,GO:0001701,CO
19632990_5806,GO:0005515,CO
17002498_11789,GO:0048538,CO
17002498_11789,GO:0042483,CO
18704160_842157,GO:0090309,CO
18704160_842157,GO:0005634,CO
29357410_22242,GO:0044861,CO
29357410_22242,GO:0019628,CO
29357410_22242,GO:0010467,CO
29357410_22242,GO:0055078,CO
29357410_22242,GO:0030104,CO
29357410_22242,GO:0000255,CO
29357410_22242,GO:0035809,CO
29357410_22242,GO:0051223,CO
29357410_22242,GO:0055064,CO
29357410_22242,GO:0055075,CO
15242798_18504,,CO
21889936_177692,GO:0045177,CO
21889936_177692,GO:0044297,CO
21889936_177692,GO:0015629,CO
23300479_16001,GO:0048639,CO
23300479_16001,GO:0051446,CO
23300479_16001,GO:0030325,CO
23300479_16001,GO:0045893,CO
20010870_2064,GO:0030335,CO
20010870_2064,GO:0005925,CO
20010870_2064,GO:0071277,CO
20010870_2064,GO:0030971,CO
20010870_2064,GO:0038128,CO
20010870_2064,GO:0048306,CO
20010870_2064,GO:0005737,CO
20010870_2064,GO:0005634,CO
20010870_2064,GO:0005544,CO
19948734_40981,GO:0036071,CO
19948734_40981,GO:0005794,CO
17438144_4092,GO:0006611,CO
22758933_24786,,CO
23874212_37528,GO:0005737,CO
23874212_37528,GO:0045571,CO
29886128_181247,GO:0005634,CO
29886128_181247,GO:0005737,CO
21292163_55149,GO:0042803,CO
21292163_55149,GO:0000287,CO
21292163_55149,GO:0004652,CO
21292163_55149,GO:0002134,CO
21292163_55149,GO:0005524,CO
21292163_55149,GO:0006378,CO
21292163_55149,GO:0042802,CO
21976699_43654,GO:0005737,CO
21976699_43654,GO:0005515,CO
21976699_43654,GO:0030036,CO
30054386_8616279,GO:0090383,CO
30054386_8616279,GO:0032010,CO
30054386_8616279,GO:0140220,CO
30054386_8616279,GO:0006911,CO
30054386_8616279,GO:0005764,CO
30054386_8616279,GO:0050830,CO
30054386_8616279,GO:0044655,CO
30054386_8616279,GO:0032009,CO
18321795_855067,,CO
15574336_25058,GO:0005739,CO
15574336_25058,GO:0004340,CO
15574336_25058,GO:0006096,CO
15574336_25058,GO:0043066,CO
15574336_25058,GO:0046835,CO
22832517_130271,GO:0030027,CO
22832517_130271,GO:0005886,CO
22832517_130271,GO:0005737,CO
17452532_34024,GO:0007602,CO
17452532_34024,GO:0016063,CO
15985432_5175,GO:1990782,CO
15985432_5175,GO:0045296,CO
20333297_207,GO:0005634,CO
20333297_207,GO:0005886,CO
20333297_207,GO:0005515,CO
22414210_841439,GO:0042802,CO
29353861_19878,GO:0097746,CO
29353861_19878,GO:0018107,CO
29353861_19878,GO:0031644,CO
29353861_19878,GO:0010629,CO
29353861_19878,GO:0004674,CO
29353861_19878,GO:0045019,CO
29353861_19878,GO:0002931,CO
29353861_19878,GO:0061157,CO
29353861_19878,GO:1905145,CO
24123220_304109,GO:0030335,CO
26490168_237911,GO:0007284,CO
26490168_237911,GO:1990918,CO
26490168_237911,GO:0008584,CO
26490168_237911,GO:0051026,CO
26490168_237911,GO:0007286,CO
26490168_237911,GO:0072520,CO
26490168_237911,GO:0007283,CO
26490168_237911,GO:0007129,CO
26490168_237911,GO:0010705,CO
28684427_839065,GO:0005622,CO
28684427_839065,GO:0045037,CO
23300733_37201,,CO
16594976_34894,,CO
20140255_17691,,CO
18316482_83558,GO:0008584,CO
18316482_83558,GO:0005515,CO
18316482_83558,GO:0051026,CO
18316482_83558,GO:0009566,CO
18316482_83558,GO:0007060,CO
18316482_83558,GO:0000712,CO
18316482_83558,GO:0007130,CO
18316482_83558,GO:0043066,CO
18316482_83558,GO:0000801,CO
18316482_83558,GO:0007140,CO
18316482_83558,GO:0000794,CO
27627798_56339,GO:0080009,CO
27627798_56339,GO:0036396,CO
20650893_66026,GO:0044325,CO
31220269_561882,GO:0009887,CO
18757937_851965,,CO
19340006_10425,GO:0070936,CO
19340006_10425,GO:0005515,CO
19340006_10425,GO:0071425,CO
19340006_10425,GO:0000209,CO
19340006_10425,GO:0005737,CO
19340006_10425,GO:0070534,CO
27908786_751644,GO:0035988,CO
14739464_1642,GO:0008134,CO
14739464_1642,GO:1990756,CO
14739464_1642,GO:0032436,CO
14739464_1642,GO:0044877,CO
14739464_1642,GO:0016567,CO
14739464_1642,GO:0031625,CO
25499759_100042784,GO:0005829,CO
25499759_100042784,GO:0051726,CO
25499759_100042784,GO:0045892,CO
25499759_100042784,GO:0005634,CO
25499759_100042784,GO:0045893,CO
25499759_100042784,GO:0030308,CO
25499759_100042784,GO:2000271,CO
12069499_29221,GO:0071560,CO
12069499_29221,GO:0009611,CO
30061120_820146,GO:0051177,CO
30061120_820146,GO:0009554,CO
30061120_820146,GO:0009556,CO
12403780_367218,,CO
16878137_215854,GO:1990081,CO
